Date,Store ID,Product ID,Units Sold,Price,Discount,Weather Condition,Holiday/Promotion
2022-06-17,S003,P0008,321,20.58,15,Cloudy,1
2022-06-17,S003,P0009,186,80,20,Cloudy,1
2022-06-17,S003,P0010,106,17.93,20,Snowy,1
2022-06-17,S003,P0011,55,92.17,0,Snowy,0
2022-06-17,S003,P0012,61,90.61,5,Snowy,1
2022-06-17,S003,P0013,45,44.14,20,Cloudy,1
2022-06-17,S003,P0014,30,98.97,20,Cloudy,0
2022-06-17,S003,P0015,411,12.54,0,Sunny,0
2022-06-17,S003,P0016,268,79.61,15,Cloudy,1
2022-06-17,S003,P0017,85,93.74,0,Cloudy,1
2022-06-17,S003,P0018,32,36.8,10,Rainy,1
2022-06-17,S003,P0019,374,32.49,15,Cloudy,1
2022-06-17,S003,P0020,228,14.91,0,Sunny,0
2022-06-17,S004,P0001,141,92.9,15,Cloudy,0
2022-06-17,S004,P0002,378,90.75,0,Snowy,0
2022-06-17,S004,P0003,45,56.42,0,Rainy,0
2022-06-17,S004,P0004,489,38.6,15,Cloudy,1
2022-06-17,S004,P0005,19,32.54,0,Cloudy,0
2022-06-17,S004,P0006,168,85.42,20,Cloudy,1
2022-06-17,S004,P0007,83,47.96,0,Sunny,0
2022-06-17,S004,P0008,15,51.59,0,Sunny,1
2022-06-17,S004,P0009,65,52.49,5,Rainy,1
2022-06-17,S004,P0010,223,22.74,20,Sunny,0
2022-06-17,S004,P0011,276,58.84,5,Sunny,0
2022-06-17,S004,P0012,451,84.43,5,Snowy,0
2022-06-17,S004,P0013,198,91.49,20,Snowy,1
2022-06-17,S004,P0014,8,82.37,10,Sunny,1
2022-06-17,S004,P0015,201,94.43,10,Cloudy,0
2022-06-17,S004,P0016,73,84.84,10,Rainy,1
2022-06-17,S004,P0017,19,71.96,0,Sunny,0
2022-06-17,S004,P0018,94,99.68,20,Cloudy,0
2022-06-17,S004,P0019,264,58.16,20,Cloudy,1
2022-06-17,S004,P0020,303,79.86,15,Rainy,0
2022-06-17,S005,P0001,43,91.13,10,Rainy,1
2022-06-17,S005,P0002,170,86.33,15,Cloudy,0
2022-06-17,S005,P0003,20,48.64,20,Sunny,1
2022-06-17,S005,P0004,198,50.95,10,Sunny,1
2022-06-17,S005,P0005,95,61.65,10,Snowy,0
2022-06-17,S005,P0006,146,93.07,15,Cloudy,1
2022-06-17,S005,P0007,306,43.85,0,Rainy,0
2022-06-17,S005,P0008,44,60.98,5,Sunny,0
2022-06-17,S005,P0009,60,24.07,15,Sunny,0
2022-06-17,S005,P0010,2,36.99,0,Sunny,0
2022-06-17,S005,P0011,172,36.89,20,Rainy,1
2022-06-17,S005,P0012,20,41.42,20,Sunny,0
2022-06-17,S005,P0013,102,88.27,5,Snowy,1
2022-06-17,S005,P0014,283,64.21,15,Snowy,1
2022-06-17,S005,P0015,66,26.04,5,Cloudy,1
2022-06-17,S005,P0016,48,44.43,15,Cloudy,0
2022-06-17,S005,P0017,1,56.6,15,Snowy,0
2022-06-17,S005,P0018,121,64.86,20,Snowy,1
2022-06-17,S005,P0019,106,99.48,10,Rainy,0
2022-06-17,S005,P0020,45,31.75,5,Cloudy,1
2022-06-18,S001,P0001,31,25.77,15,Snowy,1
2022-06-18,S001,P0002,154,70.42,20,Sunny,0
2022-06-18,S001,P0003,283,24.53,0,Rainy,0
2022-06-18,S001,P0004,78,40.47,5,Cloudy,0
2022-06-18,S001,P0005,164,85.98,5,Snowy,0
2022-06-18,S001,P0006,162,65.57,15,Sunny,0
2022-06-18,S001,P0007,170,16.98,10,Rainy,1
2022-06-18,S001,P0008,293,42.14,20,Sunny,0
2022-06-18,S001,P0009,21,94.88,10,Snowy,0
2022-06-18,S001,P0010,127,10.15,10,Cloudy,1
2022-06-18,S001,P0011,23,74.29,0,Cloudy,0
2022-06-18,S001,P0012,21,66.28,5,Sunny,1
2022-06-18,S001,P0013,15,27.64,20,Rainy,0
2022-06-18,S001,P0014,51,46.72,5,Snowy,1
2022-06-18,S001,P0015,207,66.22,20,Cloudy,0
2022-06-18,S001,P0016,345,76.46,10,Sunny,1
2022-06-18,S001,P0017,71,62.14,10,Sunny,1
2022-06-18,S001,P0018,194,44.03,20,Sunny,0
2022-06-18,S001,P0019,89,22.37,20,Snowy,1
2022-06-18,S001,P0020,255,14.29,20,Cloudy,0
2022-06-18,S002,P0001,1,35.98,15,Sunny,1
2022-06-18,S002,P0002,250,89.49,5,Sunny,0
2022-06-18,S002,P0003,64,37.7,5,Cloudy,1
2022-06-18,S002,P0004,156,62.22,15,Cloudy,0
2022-06-18,S002,P0005,220,84.35,15,Sunny,1
2022-06-18,S002,P0006,38,25.12,5,Snowy,0
2022-06-18,S002,P0007,173,34.45,5,Cloudy,1
2022-06-18,S002,P0008,333,75.1,5,Rainy,1
2022-06-18,S002,P0009,109,36.91,20,Sunny,0
2022-06-18,S002,P0010,46,51.2,10,Rainy,1
2022-06-18,S002,P0011,85,79.23,10,Rainy,0
2022-06-18,S002,P0012,137,60.86,10,Sunny,0
2022-06-18,S002,P0013,19,25.26,0,Cloudy,1
2022-06-18,S002,P0014,449,42.03,0,Rainy,1
2022-06-18,S002,P0015,35,48.41,5,Snowy,1
2022-06-18,S002,P0016,3,12.21,0,Snowy,0
2022-06-18,S002,P0017,30,62.33,0,Sunny,0
2022-06-18,S002,P0018,260,94.9,20,Sunny,0
2022-06-18,S002,P0019,47,37.57,20,Sunny,0
2022-06-18,S002,P0020,221,10.96,10,Cloudy,0
2022-06-18,S003,P0001,57,71.08,5,Rainy,0
2022-06-18,S003,P0002,85,63.91,5,Rainy,0
2022-06-18,S003,P0003,154,34.65,0,Sunny,1
2022-06-18,S003,P0004,214,42.24,0,Cloudy,0
2022-06-18,S003,P0005,159,28.34,20,Sunny,1
2022-06-18,S003,P0006,15,93.27,20,Snowy,0
2022-06-18,S003,P0007,179,41.98,5,Snowy,0
2022-06-18,S003,P0008,121,52.15,20,Sunny,1
2022-06-18,S003,P0009,99,56.2,15,Snowy,0
2022-06-18,S003,P0010,57,52.29,20,Cloudy,0
2022-06-18,S003,P0011,238,85.61,0,Rainy,0
2022-06-18,S003,P0012,45,96.79,0,Sunny,1
2022-06-18,S003,P0013,222,63.14,0,Rainy,1
2022-06-18,S003,P0014,61,36.5,15,Rainy,0
2022-06-18,S003,P0015,108,31,10,Cloudy,0
2022-06-18,S003,P0016,152,45.56,15,Snowy,0
2022-06-18,S003,P0017,18,11.85,0,Cloudy,1
2022-06-18,S003,P0018,194,61.86,5,Snowy,0
2022-06-18,S003,P0019,92,21.19,15,Snowy,1
2022-06-18,S003,P0020,80,27.55,0,Snowy,1
2022-06-18,S004,P0001,279,25.91,5,Sunny,0
2022-06-18,S004,P0002,166,81.05,15,Cloudy,1
2022-06-18,S004,P0003,364,26.11,20,Rainy,0
2022-06-18,S004,P0004,216,87.59,20,Snowy,0
2022-06-18,S004,P0005,118,11.91,5,Rainy,0
2022-06-18,S004,P0006,16,85.03,20,Sunny,1
2022-06-18,S004,P0007,172,24.77,10,Snowy,0
2022-06-18,S004,P0008,6,17.06,15,Rainy,0
2022-06-18,S004,P0009,87,98.24,10,Rainy,1
2022-06-18,S004,P0010,201,73.38,10,Sunny,0
2022-06-18,S004,P0011,32,24.92,0,Sunny,0
2022-06-18,S004,P0012,104,20.86,15,Sunny,1
2022-06-18,S004,P0013,42,75.03,15,Cloudy,0
2022-06-18,S004,P0014,73,17.91,10,Rainy,0
2022-06-18,S004,P0015,175,80.54,0,Rainy,0
2022-06-18,S004,P0016,230,57.33,10,Cloudy,1
2022-06-18,S004,P0017,112,79.17,5,Cloudy,1
2022-06-18,S004,P0018,60,19.36,20,Snowy,1
2022-06-18,S004,P0019,86,58.03,20,Rainy,1
2022-06-18,S004,P0020,128,32.25,20,Snowy,1
2022-06-18,S005,P0001,269,56.05,10,Snowy,0
2022-06-18,S005,P0002,124,86.67,5,Snowy,0
2022-06-18,S005,P0003,153,47.55,20,Rainy,0
2022-06-18,S005,P0004,55,49.06,10,Sunny,0
2022-06-18,S005,P0005,112,77.29,5,Cloudy,1
2022-06-18,S005,P0006,117,14.44,15,Rainy,0
2022-06-18,S005,P0007,235,46.71,5,Snowy,1
2022-06-18,S005,P0008,82,61.89,10,Rainy,1
2022-06-18,S005,P0009,22,83.11,10,Cloudy,1
2022-06-18,S005,P0010,396,56.98,0,Rainy,0
2022-06-18,S005,P0011,77,16.92,0,Rainy,1
2022-06-18,S005,P0012,104,65.33,10,Rainy,0
2022-06-18,S005,P0013,175,97.16,20,Snowy,0
2022-06-18,S005,P0014,316,73.6,0,Snowy,0
2022-06-18,S005,P0015,63,17.14,5,Sunny,0
2022-06-18,S005,P0016,372,90.56,20,Snowy,1
2022-06-18,S005,P0017,323,76.68,15,Sunny,1
2022-06-18,S005,P0018,134,37.6,10,Cloudy,0
2022-06-18,S005,P0019,102,23.66,20,Snowy,0
2022-06-18,S005,P0020,107,29.73,5,Snowy,1
2022-06-19,S001,P0001,253,90.94,0,Sunny,0
2022-06-19,S001,P0002,42,73.26,15,Cloudy,1
2022-06-19,S001,P0003,208,63.12,0,Rainy,0
2022-06-19,S001,P0004,159,96.67,5,Snowy,1
2022-06-19,S001,P0005,58,28.87,0,Snowy,1
2022-06-19,S001,P0006,64,97.65,10,Sunny,0
2022-06-19,S001,P0007,346,49.04,15,Cloudy,0
2022-06-19,S001,P0008,104,49.03,10,Sunny,1
2022-06-19,S001,P0009,113,71.69,5,Snowy,1
2022-06-19,S001,P0010,40,63.81,15,Rainy,1
2022-06-19,S001,P0011,376,19.26,5,Sunny,0
2022-06-19,S001,P0012,283,51.44,15,Rainy,0
2022-06-19,S001,P0013,273,84.1,5,Snowy,0
2022-06-19,S001,P0014,153,15.93,5,Sunny,1
2022-06-19,S001,P0015,179,54.7,10,Snowy,0
2022-06-19,S001,P0016,166,67.11,15,Cloudy,1
2022-06-19,S001,P0017,41,76.43,0,Cloudy,1
2022-06-19,S001,P0018,17,66.49,20,Sunny,0
2022-06-19,S001,P0019,120,11.24,0,Sunny,0
2022-06-19,S001,P0020,40,16.08,5,Rainy,0
2022-06-19,S002,P0001,63,37.95,5,Rainy,0
2022-06-19,S002,P0002,78,82.12,0,Rainy,1
2022-06-19,S002,P0003,67,10.09,10,Snowy,0
2022-06-19,S002,P0004,51,78.34,5,Sunny,0
2022-06-19,S002,P0005,329,98.72,15,Rainy,1
2022-06-19,S002,P0006,1,30.35,5,Cloudy,1
2022-06-19,S002,P0007,212,89.92,20,Sunny,1
2022-06-19,S002,P0008,57,63.42,20,Sunny,0
2022-06-19,S002,P0009,292,70.88,0,Cloudy,1
2022-06-19,S002,P0010,35,62.11,10,Sunny,1
2022-06-19,S002,P0011,158,40.82,0,Sunny,1
2022-06-19,S002,P0012,330,89.07,5,Cloudy,0
2022-06-19,S002,P0013,14,45.32,20,Snowy,1
2022-06-19,S002,P0014,72,37.13,0,Cloudy,1
2022-06-19,S002,P0015,89,87.01,0,Sunny,0
2022-06-19,S002,P0016,168,38.84,0,Cloudy,1
2022-06-19,S002,P0017,221,13.39,5,Rainy,0
2022-06-19,S002,P0018,171,56.23,20,Rainy,1
2022-06-19,S002,P0019,37,14.31,20,Snowy,0
2022-06-19,S002,P0020,13,56.49,20,Rainy,1
2022-06-19,S003,P0001,11,55,0,Snowy,0
2022-06-19,S003,P0002,51,86.2,0,Snowy,1
2022-06-19,S003,P0003,158,11.03,15,Cloudy,1
2022-06-19,S003,P0004,69,28.23,5,Sunny,1
2022-06-19,S003,P0005,62,45.08,5,Cloudy,0
2022-06-19,S003,P0006,60,82.06,0,Rainy,1
2022-06-19,S003,P0007,118,24.76,10,Sunny,0
2022-06-19,S003,P0008,0,82.75,20,Cloudy,0
2022-06-19,S003,P0009,51,92.21,15,Snowy,0
2022-06-19,S003,P0010,101,19.02,20,Rainy,1
2022-06-19,S003,P0011,5,73.51,20,Sunny,0
2022-06-19,S003,P0012,220,63.99,5,Sunny,1
2022-06-19,S003,P0013,365,64.42,20,Rainy,0
2022-06-19,S003,P0014,152,34.97,20,Snowy,0
2022-06-19,S003,P0015,88,10.89,10,Cloudy,0
2022-06-19,S003,P0016,50,31.47,10,Sunny,0
2022-06-19,S003,P0017,14,31.27,15,Cloudy,0
2022-06-19,S003,P0018,32,69.71,10,Snowy,1
2022-06-19,S003,P0019,120,32.52,0,Sunny,0
2022-06-19,S003,P0020,194,92.46,5,Sunny,1
2022-06-19,S004,P0001,36,40.53,10,Rainy,1
2022-06-19,S004,P0002,170,66.27,20,Cloudy,0
2022-06-19,S004,P0003,217,63.02,5,Snowy,0
2022-06-19,S004,P0004,342,65.6,0,Snowy,1
2022-06-19,S004,P0005,300,13.2,5,Sunny,1
2022-06-19,S004,P0006,37,14.2,5,Snowy,0
2022-06-19,S004,P0007,7,52.81,15,Snowy,1
2022-06-19,S004,P0008,235,59.13,10,Cloudy,0
2022-06-19,S004,P0009,348,49.57,20,Rainy,1
2022-06-19,S004,P0010,213,91.91,5,Rainy,0
2022-06-19,S004,P0011,129,68.31,15,Rainy,0
2022-06-19,S004,P0012,280,20.6,5,Sunny,0
2022-06-19,S004,P0013,159,40.93,0,Rainy,1
2022-06-19,S004,P0014,80,97.49,15,Rainy,1
2022-06-19,S004,P0015,106,30.99,15,Cloudy,0
2022-06-19,S004,P0016,35,67.5,5,Sunny,1
2022-06-19,S004,P0017,139,82.54,20,Rainy,0
2022-06-19,S004,P0018,259,24.72,15,Rainy,1
2022-06-19,S004,P0019,126,87.88,15,Sunny,1
2022-06-19,S004,P0020,111,46.89,0,Cloudy,1
2022-06-19,S005,P0001,69,63.74,0,Snowy,1
2022-06-19,S005,P0002,70,33.26,0,Snowy,1
2022-06-19,S005,P0003,16,41.06,10,Cloudy,1
2022-06-19,S005,P0004,96,76.96,15,Snowy,0
2022-06-19,S005,P0005,87,71.38,10,Cloudy,0
2022-06-19,S005,P0006,49,62.39,10,Rainy,0
2022-06-19,S005,P0007,23,75.3,15,Sunny,0
2022-06-19,S005,P0008,224,41.89,5,Sunny,1
2022-06-19,S005,P0009,105,37.22,5,Snowy,0
2022-06-19,S005,P0010,266,99.53,15,Rainy,0
2022-06-19,S005,P0011,371,76.43,0,Rainy,0
2022-06-19,S005,P0012,16,89.61,15,Cloudy,1
2022-06-19,S005,P0013,293,75.13,20,Sunny,1
2022-06-19,S005,P0014,156,30.7,15,Rainy,1
2022-06-19,S005,P0015,77,18.56,5,Snowy,0
2022-06-19,S005,P0016,365,64.39,0,Rainy,1
2022-06-19,S005,P0017,243,81.4,15,Rainy,1
2022-06-19,S005,P0018,91,42.78,5,Cloudy,1
2022-06-19,S005,P0019,57,27.19,5,Snowy,0
2022-06-19,S005,P0020,79,76.28,20,Rainy,0
2022-06-20,S001,P0001,205,86.86,10,Rainy,0
2022-06-20,S001,P0002,4,27.31,20,Sunny,0
2022-06-20,S001,P0003,128,65.96,0,Sunny,1
2022-06-20,S001,P0004,19,96.18,15,Rainy,1
2022-06-20,S001,P0005,286,56.56,15,Rainy,0
2022-06-20,S001,P0006,236,24.25,0,Rainy,0
2022-06-20,S001,P0007,447,41.71,0,Cloudy,1
2022-06-20,S001,P0008,34,64.57,10,Cloudy,1
2022-06-20,S001,P0009,42,32.26,15,Cloudy,0
2022-06-20,S001,P0010,158,86.57,15,Cloudy,0
2022-06-20,S001,P0011,41,19.02,10,Rainy,1
2022-06-20,S001,P0012,14,91.6,10,Cloudy,0
2022-06-20,S001,P0013,40,36.22,5,Rainy,0
2022-06-20,S001,P0014,203,35.92,0,Sunny,0
2022-06-20,S001,P0015,51,73.7,0,Snowy,0
2022-06-20,S001,P0016,113,96.29,15,Rainy,1
2022-06-20,S001,P0017,43,98.79,0,Rainy,0
2022-06-20,S001,P0018,136,39.07,20,Cloudy,0
2022-06-20,S001,P0019,60,33.66,10,Cloudy,1
2022-06-20,S001,P0020,40,45.71,5,Sunny,0
2022-06-20,S002,P0001,343,26.44,20,Snowy,1
2022-06-20,S002,P0002,196,83.11,0,Rainy,1
2022-06-20,S002,P0003,50,47.53,15,Cloudy,0
2022-06-20,S002,P0004,207,42.56,20,Snowy,0
2022-06-20,S002,P0005,157,83.07,0,Cloudy,1
2022-06-20,S002,P0006,71,36.2,5,Snowy,0
2022-06-20,S002,P0007,14,57.78,20,Sunny,1
2022-06-20,S002,P0008,249,47.36,20,Rainy,0
2022-06-20,S002,P0009,12,83.4,5,Rainy,1
2022-06-20,S002,P0010,146,94.68,10,Rainy,0
2022-06-20,S002,P0011,274,30.72,0,Snowy,1
2022-06-20,S002,P0012,338,69.49,0,Sunny,1
2022-06-20,S002,P0013,48,70.43,20,Snowy,1
2022-06-20,S002,P0014,80,88.36,0,Cloudy,1
2022-06-20,S002,P0015,131,81.96,5,Rainy,1
2022-06-20,S002,P0016,430,19.87,5,Snowy,0
2022-06-20,S002,P0017,262,44.91,0,Sunny,0
2022-06-20,S002,P0018,74,24.77,15,Cloudy,1
2022-06-20,S002,P0019,84,47.92,15,Cloudy,1
2022-06-20,S002,P0020,278,39.35,0,Rainy,1
2022-06-20,S003,P0001,27,61.33,0,Sunny,0
2022-06-20,S003,P0002,46,23.82,15,Rainy,1
2022-06-20,S003,P0003,85,10.36,15,Cloudy,1
2022-06-20,S003,P0004,133,20.64,0,Rainy,0
2022-06-20,S003,P0005,56,33.69,10,Snowy,0
2022-06-20,S003,P0006,8,88.86,15,Rainy,0
2022-06-20,S003,P0007,62,50.66,0,Snowy,1
2022-06-20,S003,P0008,77,35.99,0,Sunny,0
2022-06-20,S003,P0009,166,27.67,10,Snowy,0
2022-06-20,S003,P0010,295,78.83,20,Snowy,1
2022-06-20,S003,P0011,183,18.18,15,Cloudy,0
2022-06-20,S003,P0012,60,85.79,10,Sunny,1
2022-06-20,S003,P0013,25,36.71,0,Rainy,1
2022-06-20,S003,P0014,244,76.97,20,Rainy,0
2022-06-20,S003,P0015,232,61.77,10,Cloudy,0
2022-06-20,S003,P0016,292,39.99,10,Snowy,1
2022-06-20,S003,P0017,64,83.89,15,Sunny,0
2022-06-20,S003,P0018,8,86.35,20,Snowy,1
2022-06-20,S003,P0019,140,45.42,0,Rainy,1
2022-06-20,S003,P0020,103,38.05,5,Cloudy,0
2022-06-20,S004,P0001,40,74.42,10,Snowy,0
2022-06-20,S004,P0002,129,80.36,10,Sunny,0
2022-06-20,S004,P0003,16,95.3,0,Snowy,0
2022-06-20,S004,P0004,35,45.94,5,Cloudy,1
2022-06-20,S004,P0005,134,90.98,0,Rainy,1
2022-06-20,S004,P0006,107,55.48,5,Rainy,1
2022-06-20,S004,P0007,131,60.77,5,Cloudy,0
2022-06-20,S004,P0008,112,97.06,10,Sunny,0
2022-06-20,S004,P0009,13,70.08,15,Cloudy,1
2022-06-20,S004,P0010,399,16.72,15,Cloudy,0
2022-06-20,S004,P0011,128,18.06,0,Sunny,0
2022-06-20,S004,P0012,192,67.8,15,Rainy,1
2022-06-20,S004,P0013,5,51.42,10,Rainy,0
2022-06-20,S004,P0014,295,19.25,5,Snowy,1
2022-06-20,S004,P0015,47,49.92,15,Cloudy,1
2022-06-20,S004,P0016,17,74.86,5,Cloudy,0
2022-06-20,S004,P0017,20,60.35,0,Snowy,0
2022-06-20,S004,P0018,30,56.74,0,Cloudy,0
2022-06-20,S004,P0019,299,88.1,20,Snowy,0
2022-06-20,S004,P0020,448,11.68,20,Cloudy,0
2022-06-20,S005,P0001,18,86.53,20,Cloudy,1
2022-06-20,S005,P0002,48,69,5,Sunny,1
2022-06-20,S005,P0003,270,38.25,0,Cloudy,0
2022-06-20,S005,P0004,0,13.3,10,Rainy,1
2022-06-20,S005,P0005,144,11.67,15,Snowy,1
2022-06-20,S005,P0006,186,71.43,20,Snowy,1
2022-06-20,S005,P0007,140,99.55,10,Cloudy,0
2022-06-20,S005,P0008,96,35.35,20,Cloudy,0
2022-06-20,S005,P0009,33,70.45,0,Sunny,1
2022-06-20,S005,P0010,38,28.41,20,Sunny,1
2022-06-20,S005,P0011,62,65.61,5,Cloudy,0
2022-06-20,S005,P0012,77,59.81,0,Rainy,1
2022-06-20,S005,P0013,114,58.89,15,Rainy,1
2022-06-20,S005,P0014,13,87.69,0,Snowy,0
2022-06-20,S005,P0015,251,54.16,20,Cloudy,0
2022-06-20,S005,P0016,391,62.35,0,Cloudy,1
2022-06-20,S005,P0017,285,60.12,5,Sunny,1
2022-06-20,S005,P0018,124,78.32,15,Cloudy,0
2022-06-20,S005,P0019,150,90.84,10,Cloudy,1
2022-06-20,S005,P0020,3,79.83,15,Cloudy,1
2022-06-21,S001,P0001,191,79.86,0,Snowy,1
2022-06-21,S001,P0002,354,29.28,5,Cloudy,0
2022-06-21,S001,P0003,111,78.62,0,Snowy,1
2022-06-21,S001,P0004,15,90.81,10,Snowy,1
2022-06-21,S001,P0005,190,30,15,Rainy,1
2022-06-21,S001,P0006,99,76.82,5,Rainy,0
2022-06-21,S001,P0007,116,83.41,20,Cloudy,0
2022-06-21,S001,P0008,49,72.27,0,Rainy,1
2022-06-21,S001,P0009,236,67.46,10,Sunny,0
2022-06-21,S001,P0010,96,81.95,10,Cloudy,0
2022-06-21,S001,P0011,200,59.66,20,Rainy,0
2022-06-21,S001,P0012,396,10.21,5,Snowy,1
2022-06-21,S001,P0013,359,88.63,20,Cloudy,0
2022-06-21,S001,P0014,204,71.45,0,Cloudy,1
2022-06-21,S001,P0015,10,21.28,0,Cloudy,1
2022-06-21,S001,P0016,312,85.39,15,Rainy,0
2022-06-21,S001,P0017,96,96.56,0,Cloudy,0
2022-06-21,S001,P0018,309,74.56,0,Rainy,1
2022-06-21,S001,P0019,404,36.79,10,Sunny,1
2022-06-21,S001,P0020,8,58.93,10,Sunny,0
2022-06-21,S002,P0001,291,52.46,20,Cloudy,0
2022-06-21,S002,P0002,84,48.72,20,Rainy,1
2022-06-21,S002,P0003,120,88.82,10,Snowy,1
2022-06-21,S002,P0004,232,84.43,10,Rainy,0
2022-06-21,S002,P0005,53,50.23,10,Sunny,0
2022-06-21,S002,P0006,45,49.81,5,Snowy,0
2022-06-21,S002,P0007,104,35.87,15,Cloudy,0
2022-06-21,S002,P0008,13,61.73,5,Rainy,1
2022-06-21,S002,P0009,350,45.41,10,Sunny,1
2022-06-21,S002,P0010,278,52.77,0,Snowy,1
2022-06-21,S002,P0011,107,32.08,20,Sunny,1
2022-06-21,S002,P0012,35,29.93,10,Snowy,0
2022-06-21,S002,P0013,11,56.03,15,Cloudy,0
2022-06-21,S002,P0014,28,99.3,20,Rainy,1
2022-06-21,S002,P0015,49,41.74,10,Cloudy,0
2022-06-21,S002,P0016,342,97.51,15,Snowy,1
2022-06-21,S002,P0017,365,86.79,10,Sunny,1
2022-06-21,S002,P0018,18,32.37,15,Cloudy,0
2022-06-21,S002,P0019,71,17.63,15,Sunny,1
2022-06-21,S002,P0020,331,55.72,10,Rainy,0
2022-06-21,S003,P0001,136,64.46,5,Rainy,1
2022-06-21,S003,P0002,322,96.86,0,Rainy,1
2022-06-21,S003,P0003,373,96.2,20,Cloudy,1
2022-06-21,S003,P0004,265,13.3,0,Sunny,0
2022-06-21,S003,P0005,357,76.07,10,Sunny,0
2022-06-21,S003,P0006,308,17.44,0,Cloudy,1
2022-06-21,S003,P0007,170,94.36,0,Rainy,1
2022-06-21,S003,P0008,162,77.19,20,Cloudy,1
2022-06-21,S003,P0009,456,92.91,10,Cloudy,1
2022-06-21,S003,P0010,135,77.64,20,Rainy,1
2022-06-21,S003,P0011,44,58.23,0,Rainy,0
2022-06-21,S003,P0012,345,40.28,5,Cloudy,1
2022-06-21,S003,P0013,1,44.69,0,Cloudy,0
2022-06-21,S003,P0014,11,82.21,10,Snowy,0
2022-06-21,S003,P0015,207,30.23,15,Rainy,1
2022-06-21,S003,P0016,326,24.9,10,Rainy,1
2022-06-21,S003,P0017,249,17.46,5,Sunny,1
2022-06-21,S003,P0018,212,33,20,Snowy,0
2022-06-21,S003,P0019,292,42.7,0,Cloudy,0
2022-06-21,S003,P0020,22,95.87,5,Sunny,1
2022-06-21,S004,P0001,295,83.06,10,Cloudy,0
2022-06-21,S004,P0002,255,56.88,0,Cloudy,1
2022-06-21,S004,P0003,74,88.1,0,Sunny,0
2022-06-21,S004,P0004,47,97.43,20,Cloudy,0
2022-06-21,S004,P0005,438,75.23,10,Rainy,1
2022-06-21,S004,P0006,160,79.3,20,Cloudy,0
2022-06-21,S004,P0007,23,36.24,5,Sunny,0
2022-06-21,S004,P0008,181,90.78,20,Cloudy,1
2022-06-21,S004,P0009,50,56.86,10,Rainy,0
2022-06-21,S004,P0010,426,72.94,20,Sunny,1
2022-06-21,S004,P0011,275,94.08,0,Sunny,1
2022-06-21,S004,P0012,30,42.98,5,Sunny,0
2022-06-21,S004,P0013,152,37.62,5,Sunny,1
2022-06-21,S004,P0014,103,40.09,10,Snowy,1
2022-06-21,S004,P0015,262,43.67,0,Snowy,0
2022-06-21,S004,P0016,236,51.18,10,Rainy,1
2022-06-21,S004,P0017,105,58.83,15,Cloudy,1
2022-06-21,S004,P0018,46,40.02,20,Rainy,0
2022-06-21,S004,P0019,66,79.74,15,Snowy,0
2022-06-21,S004,P0020,38,81.12,10,Cloudy,0
2022-06-21,S005,P0001,76,26.21,0,Sunny,0
2022-06-21,S005,P0002,193,49.04,10,Rainy,0
2022-06-21,S005,P0003,206,18.84,10,Sunny,1
2022-06-21,S005,P0004,95,13.1,0,Rainy,0
2022-06-21,S005,P0005,39,25.91,5,Rainy,0
2022-06-21,S005,P0006,109,51.67,15,Sunny,0
2022-06-21,S005,P0007,63,30.61,15,Cloudy,0
2022-06-21,S005,P0008,81,60.95,20,Snowy,1
2022-06-21,S005,P0009,197,87.47,5,Snowy,1
2022-06-21,S005,P0010,11,95.75,20,Cloudy,0
2022-06-21,S005,P0011,197,91.23,5,Sunny,0
2022-06-21,S005,P0012,400,81.11,20,Snowy,0
2022-06-21,S005,P0013,97,69.1,5,Cloudy,1
2022-06-21,S005,P0014,106,83.03,5,Snowy,0
2022-06-21,S005,P0015,280,39.84,0,Snowy,1
2022-06-21,S005,P0016,115,51.1,15,Sunny,1
2022-06-21,S005,P0017,246,80.97,0,Sunny,1
2022-06-21,S005,P0018,154,17.77,15,Sunny,1
2022-06-21,S005,P0019,0,20.64,0,Rainy,1
2022-06-21,S005,P0020,237,15.41,0,Sunny,1
2022-06-22,S001,P0001,238,19.44,5,Snowy,1
2022-06-22,S001,P0002,85,17.13,20,Rainy,0
2022-06-22,S001,P0003,75,23.18,0,Rainy,1
2022-06-22,S001,P0004,180,99.43,0,Snowy,1
2022-06-22,S001,P0005,37,98.57,0,Rainy,0
2022-06-22,S001,P0006,89,29.29,10,Rainy,1
2022-06-22,S001,P0007,277,69.87,0,Cloudy,1
2022-06-22,S001,P0008,50,75.97,10,Sunny,0
2022-06-22,S001,P0009,259,65.37,5,Sunny,1
2022-06-22,S001,P0010,285,60.38,15,Rainy,1
2022-06-22,S001,P0011,108,89.17,0,Snowy,1
2022-06-22,S001,P0012,221,18.02,15,Rainy,1
2022-06-22,S001,P0013,37,38.54,10,Cloudy,0
2022-06-22,S001,P0014,30,38.59,20,Snowy,1
2022-06-22,S001,P0015,4,90.17,20,Cloudy,1
2022-06-22,S001,P0016,71,41.69,20,Cloudy,1
2022-06-22,S001,P0017,157,65.36,15,Snowy,1
2022-06-22,S001,P0018,53,37.07,15,Rainy,1
2022-06-22,S001,P0019,159,59.56,15,Rainy,1
2022-06-22,S001,P0020,361,11.81,15,Cloudy,1
2022-06-22,S002,P0001,180,53.48,0,Snowy,1
2022-06-22,S002,P0002,181,62.96,20,Snowy,1
2022-06-22,S002,P0003,385,93.75,5,Sunny,1
2022-06-22,S002,P0004,65,29.73,10,Cloudy,1
